,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
NF1,0.0792205,0.0614505,0.001393,-0.06748075,0.0053105,-0.08067,-0.082826,-0.0523875,-0.02187925,-0.079173,0.0547855,0.07248925,0.01525275,0.023879,0.03120325,-0.0066015,-0.0307305,-0.0519445,0.0014615,0.063096,0.08094025,0.05351375,-0.03422825,0.0499695,-0.00503275,-0.0551125,-0.03354675,-0.00849175,0,0.09867275,-0.06151925,0.051151,0.03166775,0.001327,0.07767875,0.07058775,0.07105775,-0.02939825,0.0115335,0.0559475,0.0630905,0.06739025,-0.02274725,0.0022475,0.0042475,0.06042575,0.07655775,0.002621,-0.00604975,0.02609625,0.08721225,-0.0558105,0.059912,0.077508,0.04721575,0.032588,0.0365,0.06327475,0.05404675,0.002827,0.018052,-0.02302175,-0.081337,0.05590375,-0.03352175,-0.02848075,0.0426155,-0.0014095,-0.07926375,-0.0431785,0.029011,-0.0341705,-0.016889,0.02876075,0.0032555,0.00325825,0.063827,0.066003,0.00698075,-0.07275275,-0.01807675,-0.02704125,-0.06189025,-0.019077,0.085472,-0.042794,0.00426375,-0.0616315,-0.01592025,-0.0545605,0.003489,0.0346015,-0.03194775,-0.0037225,-0.0256675,0.05733775,-0.04895875,0.029467,-0.05171425,2.78E-05,0.0398385,0.00138725,0.0731345,0.022533,0.03925825,0.00398075,-0.0304285,-0.00428025,-0.01375325,-0.07092025,-0.05639825,0.02661125,0.01071275,-0.0283435,0.000901,-0.067739,0.010802,8.25E-06,0.0423185,-0.01010175,0.06478575,0.08994525
TOP1,-0.03915375,0.030305,-0.0643215,-0.027412,0.04030775,-0.013415,-0.08549175,-0.04441375,0.060121,-0.05424725,-0.10225175,-0.07203275,0.07124375,0.0685825,-0.05785725,-0.036981,-0.02842875,0.06172,0.04250525,0.0105055,0.039904,0.06270025,0.02294775,-0.036794,0.0386485,0.01007975,0.0050495,0.02710725,0.09867275,0,-0.0181835,-0.04840675,0.04078275,0.010912,0.03211275,-0.059871,-0.03371975,-0.026074,-0.10999025,-0.00388475,-0.000514,0.0890255,0.01767025,-0.077129,0.0015275,0.06071975,-0.04715775,-0.00376925,0.01097825,-0.05625,0.0256785,-0.001753,-0.075783,0.05857675,0.0717445,-0.0890635,0.0007005,-0.00410725,-0.0217415,-0.068305,-0.08871725,0.08809575,-0.0028215,0.0328435,0.01577775,0.05181325,0.0076015,-0.01171175,0.02218125,0.0580385,-0.06814025,-0.0027445,0.036434,0.095559,-0.04912075,0.00268975,-0.050536,-0.0332445,-0.01073625,0.0419535,0.00524725,0.0092745,0.06017575,-0.077555,0.0039505,-0.0802565,0.00483225,0.03019525,0.0047305,-0.003047,0.06738725,-0.05755775,-0.0634175,0.03475575,-0.059857,-0.0757635,-0.00542575,-0.055368,-0.02507675,0.07295325,0.0349615,0.064151,0.05638975,0.05994775,-0.048426,-0.013741,0.07257425,0.05419775,0.018242,-0.015599,0.00789025,-0.00343425,-0.01914025,-0.03185975,0.02242975,-0.01435175,0.05059425,0.04331325,0.0586375,-0.0823915,-0.0652665,0.0715025
MAPK1,0.0561645,0.020055,-0.0079945,0.04127475,-0.03909325,0.0573105,0.0552995,-0.009055,-0.00056975,-0.0666785,0.03277175,-0.0296565,-0.0097665,-0.00047775,0.07898375,-0.0830825,-0.034074,0.01393125,-0.08937875,0.01998925,-0.0649265,0.06477475,-0.05128025,0.005143,-0.04211,0.099661,-0.02030775,0.02947275,-0.06151925,-0.0181835,0,0.04820025,-0.01404675,0.0228655,3.30E-05,0.05733525,-0.02516825,-0.043981,-0.01934625,0.03632125,-0.05323625,0.00483825,-0.0466485,0.0254505,-0.0233325,0.027577,-0.03898975,-0.061187,0.03280225,0.036817,-0.0808485,0.05862075,0.025349,-0.05348625,-0.0587635,0.0660055,0.0074975,-0.067791,0.05562925,0.0298435,-0.05763175,0.0254615,-0.0216125,-0.03090925,0.0133765,-0.0282775,-0.03306325,-0.007673,-0.00155775,-0.01321425,0.04119525,0.009272,0.0219535,0.02403875,-0.02500825,0.04076125,-0.075368,0.00381025,0.0252635,0.030544,0.00990375,0.07311525,0.028912,0.0379725,-0.04881875,-0.08480175,-0.06628,0.003717,-0.01249725,-0.054588,-0.0569395,0.0265685,0.0045415,-0.07000275,-0.05501925,0.06214275,-0.0438875,-0.00241225,-0.0345055,-0.07942325,0.10556925,-0.04201675,-0.070448,0.0359695,0.0840035,0.07625725,0.0359755,0.02466525,0.043764,0.03171975,-0.048044,0.06325825,0.01477775,0.0458445,0.064662,0.0338325,0.065794,0.05541475,-0.074748,0.10673675,-0.00691775,0.01380225
IMPDH1,-0.01075825,0.06474425,0.0660795,-0.02188725,-0.0100165,0.00256875,0.0807635,-0.04744725,0.02025,-0.0591705,-0.0248845,0.04573625,0.06557675,-0.07060475,0.00545875,0.07449225,-0.06010975,-0.073503,-0.00469775,0.0437995,-0.02881875,-0.0910595,-0.02672775,-0.090881,-0.06865675,-0.0026895,-0.04312625,-0.06187375,0.051151,-0.04840675,0.04820025,0,0.03476375,0.0643185,-0.02370875,-0.0020825,0.0336505,0.0216865,0.04692575,-0.00624175,-0.036816,-0.04075525,0.07907425,-0.0592555,-0.06785425,-0.0357475,0.0234205,0.00471975,-0.025794,0.07225025,-0.00318575,0.007099,0.03196975,0.04287625,0.00681025,-0.04052475,-0.05739825,0.0556565,0.0695085,0.071041,-0.03498625,-0.02646425,-0.06970875,-0.020717,-0.00327175,-0.00294775,0.029409,0.09359075,0.0733955,0.09873275,0.0752705,0.0372775,0.00092875,-0.004302,-0.0999245,-0.070706,-0.01332425,0.05556875,0.00512625,-0.00455425,-0.03490925,0.061269,-0.0681235,0.057437,0.03953575,-0.05064,-0.06246675,-0.0228325,0.071662,-0.03818975,0.02761525,0.04329125,-0.005722,0.105461,0.082975,0.00539,-0.0012335,-0.04496425,0.01989575,-0.0539315,-0.0209585,0.0544585,-0.077555,0.04108325,-0.022088,-0.059497,-0.06512525,0.06629675,0.04583225,0.06642625,-0.06713725,-8.25E-06,0.04475275,-0.0022115,0.051761,-0.0852995,-0.06476775,-0.0625935,0.04293925,0.05229675,-0.04550275,0.09139125
MAP3K1,0.03634625,-0.00861625,0.0233545,-0.060453,0.02421975,-0.0575085,-0.0592445,-0.029195,-0.0879335,0.03150275,-0.01275525,0.02250525,-0.00014825,-0.069698,0.0630135,-0.0321485,0.06499975,-0.0478845,0.05400575,0.0207745,-0.02498925,0.042596,0.0532335,-0.0700165,0.01184325,-0.025607,0.04155475,0.003393,0.03166775,0.04078275,-0.01404675,0.03476375,0,0.0084725,-0.0941555,-0.0711705,-0.06614825,-0.06417875,-0.008357,-0.05512475,0.03117575,0.07690675,-0.05303025,0.0262335,-0.06306325,-0.028368,0.08082375,0.0114585,0.087535,0.0203435,0.09334075,0.05664825,0.031003,-0.07954125,0.068195,0.078228,0.030044,-0.010783,-0.06123925,0.05553,-0.005228,-0.053511,0.0026785,-0.03402475,0.05720325,0.0124395,0.06196175,0.0427665,-0.05112075,-0.0757665,-0.01787375,0.06759375,0.03459325,-0.00302475,-0.06880375,0.05279575,0.0118075,-0.069055,0.0766815,0.06636275,0.07859675,-0.003519,-0.09456825,-0.0137805,0.02971675,0.0663655,0.058632,-0.082813,0.037695,-0.068338,0.0786965,0.05442575,-0.0233325,0.02594225,-0.06207675,0.06451925,0.04753825,-0.03803275,-0.004022,-0.103312,-0.0497085,0.00465375,-0.06494775,0.07001875,-0.07969325,0.030305,0.00395325,-0.00611275,0.02826925,0.0802445,0.0551455,0.03636525,0.0757855,-0.06397025,-0.03491225,0.04503025,-0.0284315,-0.06707225,0.07058525,-0.0634585,0.03978825,0.001371
AKT2,0.003437,0.00020325,-0.06473075,0.0052965,-0.034162,0.04558525,-0.066706,-0.0399945,-0.061577,-0.03951625,-0.06206025,0.051552,-0.00134325,-0.012706,-0.05580425,-0.0405245,-0.002195,-0.009228,0.008467,-0.02566775,-0.05473625,0.0026565,0.06664,-0.02885725,0.0045935,-0.0377965,0.03555225,-0.049589,0.001327,0.010912,0.0228655,0.0643185,0.0084725,0,0.02806025,0.0264065,-0.08473675,0.05309875,0.048934,0.02842025,-0.0864535,0.06462375,0.01214275,0.0288515,0.060063,-0.055783,-0.09355,0.01556875,0.003121,-0.0027115,-0.034047,0.028371,0.0336925,0.0681235,-0.05836525,-0.00894225,0.02339,-0.0783985,-0.07610275,0.05943125,0.0919535,-0.00485725,-0.010154,-0.05372275,0.09300275,-0.04379925,0.0215415,-0.06653875,-0.022209,0.00718125,0.07132125,-0.0262115,0.00740975,0.053578,0.0008655,0.0575575,-0.09356475,0.034618,0.05582325,0.0290055,-0.05461525,0.02593425,-0.065618,-0.042151,-0.085173,0.01102175,-0.026945,-0.09569775,0.03452225,0.0347335,-0.02909875,0.005228,-0.0009285,0.05950825,-0.006761,-0.0292225,-0.0725795,-0.0339725,-0.043624,-0.02680225,0.068912,-0.0322475,0.07155775,0.00229675,-0.06403575,-0.034934,-0.075677,0.00413475,0.04461,0.06242575,-0.07965975,-0.02970025,-0.03793675,-0.03482975,0.05300825,-0.04053575,0.09585525,-0.02816475,0.000176,0.033604,0.008052,0.05710175
PDGFRA,-0.04779675,-0.071069,0.00338175,0.08484325,-0.066775,-0.06232025,0.07516475,0.06641475,-0.04592025,-0.0327365,0.00804675,0.0553515,-0.03076625,-0.0266265,-0.0238545,-0.03494775,-0.05779925,-0.05314,-0.060041,0.07510175,0.0018955,0.08739025,0.030346,0.0482665,-0.03556875,0.00034075,0.00913475,0.09124675,0.07767875,0.03211275,3.30E-05,-0.02370875,-0.0941555,0.02806025,0,-0.044934,-0.05403475,0.00091775,-0.0811865,0.00529125,0.0712205,-0.0340795,-0.00814025,0.010302,-0.08211475,0.022036,0.084545,0.0405365,-0.0802665,0.07175725,0.00164575,0.060857,0.03331875,0.06327225,-0.0004065,0.03959325,-0.02656325,-0.00084325,-0.029945,-0.0207645,0.0396705,-0.021239,0.01925,0.05034625,0.007228,-0.0629865,-0.05621425,-0.0604725,-0.084787,-0.07464375,-0.004937,0.0037855,-0.04594775,0.046819,-0.07810125,-0.065467,0.06213475,0.09513525,-0.0339945,0.02074175,0.02225275,-0.06074425,-0.07391225,0.002629,0.05482675,-0.08431525,0.07114275,-0.049445,-0.03948075,-0.05072525,-0.00247,0.0016815,-0.05777175,0.04560175,0.06699725,0.00941775,0.07722525,0.03797425,-0.07283775,-0.05682975,0.09312925,0.044728,0.0345685,-0.0691925,-0.03235975,-0.04442875,0.05751925,-0.02580775,0.02598925,-0.0505935,0.008643,0.0463735,-0.0554945,0.064077,0.00773625,-0.0103515,0.038783,0.0405715,0.063445,0.05191775,-0.02801375,-0.02082425
KIT,-0.02994525,0.09253875,-0.037187,0.01934725,0.0777475,-0.09643075,0.07325925,-0.00356875,0.0778515,-0.0564095,-0.0417005,-0.071857,-0.04579125,0.00142575,-0.01900825,0.0009285,-0.077761,0.040236,-0.00674175,-0.09476225,0.05817025,0.03501375,-0.03101375,-0.00870625,0.06690925,0.074717,0.07757975,0.0287855,0.07058775,-0.059871,0.05733525,-0.0020825,-0.0711705,0.0264065,-0.044934,0,0.08654125,0.02499975,-0.044577,0.04909075,0.02822775,0.05101925,0.0047005,0.03629925,-0.02707675,-0.058107,-0.0018765,0.002522,-0.000162,0.00534325,0.055011,0.0089615,0.04412625,-0.0034175,-0.071239,-0.07363175,0.03052175,0.0077775,0.05259325,-0.064838,0.04919825,-0.0061895,0.029519,0.05268975,0.00418125,-0.02632725,0.02756875,-0.03436775,-0.047956,-0.0513095,-0.07288725,-0.023893,-0.08446375,-0.04418925,-0.00594475,0.03703225,0.01262075,0.037621,0.032063,-0.08911725,-0.07765825,0.01494575,0.0107965,-0.100981,0.001456,0.007055,0.08328025,0.010563,-0.05457425,-0.0630715,0.0316925,-0.0596265,-0.0747325,-0.0649535,0.02059325,0.02796175,-0.03666775,-0.03689575,-0.060357,-0.00305775,0.04634875,-0.0581565,-0.04658275,0.03818125,-0.02677475,-0.0906095,-0.01021675,-0.00391475,0.0340605,0.0222885,0.0696595,0.05659625,-0.02899175,-0.07691475,-0.08258175,-0.02136,-0.013967,0.009217,-0.01664,-0.036063,0.0039725,0.0806075
ALDOA,0.07621725,0.02389525,0.072088,-0.06883225,0.062324,0.0692885,-0.0167005,0.06614,0.052453,-0.02506875,-0.0283955,-0.072813,-0.0638955,0.02439275,0.05143125,0.05458875,-0.01653575,-0.06421925,0.0101895,-0.046588,-0.03037075,-0.071868,-0.0474865,-0.02504125,-0.0812135,0.0447885,-0.0757665,-0.007669,0.07105775,-0.03371975,-0.02516825,0.0336505,-0.06614825,-0.08473675,-0.05403475,0.08654125,0,-0.03784075,0.124425,0.032791,-0.05216775,0.0230575,0.05970325,-0.07912325,-0.002214,0.098437,0.0051045,0.08087375,0.02808775,-0.00116775,-0.05009325,-0.0007885,0.053816,-0.00324725,0.06722825,-0.10064175,-0.06774175,-0.00023925,0.03048075,0.033242,-0.06249725,0.004629,0.03634325,-0.03745875,-0.01669475,-0.057717,0.003379,0.0290935,0.00100825,0.03241775,-0.018911,-0.0962865,-0.001159,-0.01930775,0.02314825,0.04079375,-0.0566125,0.048478,0.08926775,0.005794,-0.0743035,0.07483775,0.07185975,0.07014275,-0.04561525,-0.0299175,-0.04025,0.0689365,0.00764025,0.06394775,-0.032643,-0.09255575,0.03221175,0.01579125,0.071643,-0.065618,0.02820325,-0.08673175,-0.0256925,-0.07168675,-0.07196725,-0.036232,0.0712145,-0.083659,0.0862025,0.0590935,-0.0017005,0.01437375,-0.04921975,0.065558,0.03548625,-0.0381155,0.090944,0.02929675,-0.029632,-0.002915,0.0237115,0.0983735,-0.003393,-0.07498,0.04353675,-0.0205715
EGFR,-0.0020275,0.01599175,0.02471175,0.0867675,-0.071937,0.06293675,0.0353655,-0.04025275,-0.03680475,0.04306075,0.01067325,0.0538105,0.0351125,-0.0196595,0.00263175,-0.00257675,0.079566,0.00361825,-0.02407675,0.04147525,0.056596,0.00063725,0.02533525,0.07539025,0.06079675,0.0085165,0.0770465,0.02546975,-0.02939825,-0.026074,-0.043981,0.0216865,-0.06417875,0.05309875,0.00091775,0.02499975,-0.03784075,0,-0.044423,-0.0281345,0.00825575,-0.003717,0.07438475,0.01929375,-0.07350275,0.053717,-0.03365925,0.009761,-0.0792945,-0.01048625,0.06319525,0.0819775,-0.0159285,0.03381325,-0.07011275,-0.084215,0.00501125,0.023588,0.02573625,0.04321975,0.0646075,-0.063805,0.03728275,0.0363955,-0.02910175,-0.04120875,-0.07206825,0.05978,-0.07113725,0.04045325,-0.03493125,0.034882,0.046423,-0.0226015,-0.058143,0.0541345,0.0274255,-0.064275,0.0637145,0.08278125,0.003679,-0.03582975,-0.03169775,-0.0366595,-0.02374175,-0.04282425,-0.06121175,-0.028357,0.061904,0.0739725,-0.0666265,-0.08608075,-0.0473515,-0.01059325,-0.0190935,0.0161315,0.05828,-0.0013435,-0.06682975,0.061868,0.026184,-0.10388,-0.0579425,-0.034569,-0.02999475,-0.0780575,0.0389425,-0.02814,-0.033294,-0.04478575,0.04593675,0.05612375,-0.032662,0.02887375,0.047948,-0.079888,0.044036,-0.065717,0.0704505,-0.0941765,0.025758,-0.09301825
CDK2,-0.037978,-0.066849,0.035077,0.05660975,-0.07137625,-0.07654675,0.03612075,-0.0076565,-0.0741725,0.01432425,0.0114755,-0.020802,0.03635725,0.00340375,0.0386925,0.0387555,0.05356875,0.03152775,0.014302,0.02928025,0.00764275,-0.06193425,0.004088,0.04173375,-0.04941475,0.0614725,-0.05959325,0.0007965,0.0115335,-0.10999025,-0.01934625,0.04692575,-0.008357,0.048934,-0.0811865,-0.044577,0.124425,-0.044423,0,-0.01428825,-0.05775825,-0.03751925,0.045533,-0.032569,0.0241125,0.06793675,-0.073751,-0.00676925,0.04278575,0.00350275,-0.0216375,0.0156455,0.019695,0.027503,0.08105225,-0.05067575,0.031165,0.034978,0.01660725,0.07681675,0.02265925,-0.03325825,0.05575825,6.87E-05,-0.00479675,-0.06161825,-0.05698075,0.05173875,0.038275,-0.03185725,0.06972525,0.0691045,0.073261,0.00094225,-0.06199475,0.0997585,-0.024066,-0.00311,-0.0855795,-0.00235725,-0.0410495,0.00519775,-0.05010175,0.06850825,0.02529125,0.07754275,0.021099,-0.0589175,-0.00870325,0.0480795,0.0809765,0.04770875,0.07090125,0.028805,0.0196155,0.02466225,-0.055031,0.0257415,0.0214365,0.01653575,-0.0338105,-0.0496785,0.031874,-0.0565665,-0.0291345,0.032868,0.001,0.027731,-0.0646235,-0.06737625,0.0424935,0.0030495,0.06048075,-0.05303875,0.0785255,-0.07097525,0.02803575,-0.0034615,-0.06597825,0.001385,-0.02548625,0.012522
MTOR,-0.068357,0.06758525,0.0869435,0.049684,0.04194225,-0.02306075,-0.0026785,-0.05075025,-0.04656325,-0.0297855,-0.08460525,0.04032675,-0.004643,0.03785175,-0.0232665,0.0936505,0.0101125,0.043489,0.05526675,0.094713,0.00029375,0.03144525,-0.0337635,0.0630025,-0.0749585,-0.07411275,0.062629,-0.054096,0.0559475,-0.00388475,0.03632125,-0.00624175,-0.05512475,0.02842025,0.00529125,0.04909075,0.032791,-0.0281345,-0.01428825,0,-0.05217325,0.05729775,-0.02368425,-0.05694225,0.059313,0.029731,-0.050555,-0.0058545,0.009805,0.03329675,-0.022239,-0.0615165,-0.067437,0.0282225,0.02453325,0.070107,0.04616225,-0.01821125,0.0826455,-0.06234625,0.0193215,-0.06429375,-0.0501785,-0.041618,-0.0334835,-0.008835,0.0702775,-0.04473875,0.04823375,0.04981575,0.00305525,-0.02242975,-0.07084125,0.0588545,-0.01064275,-0.00809875,-0.08286,-0.07657125,-0.0136585,0.08329025,0.082962,-0.0432445,-0.02640925,0.0595165,0.08683525,-0.03164275,0.0679095,0.080709,-0.09731975,-0.05448075,-0.04860975,-0.04042875,0.05281975,0.03793925,-0.0059945,0.05729425,0.0654945,0.033607,-0.051989,0.0613655,0.01209325,0.0016075,0.07835925,0.0116235,0.078209,-0.093894,-0.07161,-0.03151625,-0.0028875,0.07206325,-0.0047305,0.02534075,0.06181725,0.04159625,0.02816775,-0.03490125,-0.0335245,0.0829755,-0.07677075,-0.079335,-0.02764,-0.00093675
MET,-0.07154675,0.0070465,-0.01537925,0.07603225,-0.058563,0.067695,0.009489,-0.03121,-0.05036175,0.06212925,0.02264825,-0.0698735,0.0003625,0.069566,-0.012643,-0.0700715,0.02574475,0.0763635,-0.029033,-0.023437,0.00649175,0.070931,-0.0273655,0.00862925,-0.0623985,-0.0404365,-0.048566,0.0114835,0.0630905,-0.000514,-0.05323625,-0.036816,0.03117575,-0.0864535,0.0712205,0.02822775,-0.05216775,0.00825575,-0.05775825,-0.05217325,0,-0.03632975,-0.043291,0.04433525,-0.07414825,-0.0198535,-0.031041,-0.06996175,-0.032151,0.07346425,0.00993975,0.033739,0.002824,-0.04535975,0.05848925,-0.001165,-0.040055,0.0528545,-0.01778,-0.045197,0.10222125,0.063423,0.0407805,0.0004695,0.014948,-0.050308,-0.046143,-0.01049425,-0.03387325,-0.02936275,-0.0327225,0.00290925,0.05855225,-0.088797,0.00549725,0.033813,0.04305225,0.02840375,0.0409175,-0.0681865,-0.0598435,0.05176075,-0.0233875,-0.016283,0.03949175,-0.077432,-0.00514825,0.043552,0.02685175,0.05165125,-0.04859875,-0.04145075,-0.02624975,-0.0184395,0.05255225,0.0089095,0.0062555,-0.00675,0.0529645,0.004577,0.00815925,0.063846,-0.03149475,0.075338,-0.06401375,0.00489575,0.04702225,0.0840255,-0.03373075,0.0340825,0.0384725,0.05036775,-0.07183775,-0.02574175,-0.04647825,-0.0620165,-0.0693325,-0.046261,0.0572475,0.0148215,0.06527225,-0.02597525
SMAD4,-0.058868,-0.0026455,0.02712075,-0.0497995,0.062077,0.10874225,-0.07318475,-0.0778435,-0.0608765,-0.04822325,-0.0033135,0.03359325,0.0678325,0.061846,0.089584,-0.04699725,0.06512625,-0.05195075,-0.0587665,0.0027775,-0.02962625,0.02764575,0.0601815,-0.01605225,-0.05106575,-0.08578075,-0.05525575,-0.058945,0.06739025,0.0890255,0.00483825,-0.04075525,0.07690675,0.06462375,-0.0340795,0.05101925,0.0230575,-0.003717,-0.03751925,0.05729775,-0.03632975,0,-0.08083525,0.04117575,-0.039882,0.00515125,0.02644775,-0.006077,-0.0728495,-0.07230325,0.0119285,-0.0447445,0.029324,0.05178025,-0.066478,-0.02822525,0.03658225,0.003412,0.087426,-0.0507855,0.028184,0.02522525,0.0074535,-0.02933225,-0.02461275,-0.002563,0.09776675,-0.08819,0.0774615,0.05232425,-0.01541225,0.02024475,-0.057368,0.05608775,-0.00194225,-0.00200825,0.080529,-0.05383025,-0.00519225,-0.0137335,-0.0213435,0.05875275,0.0739535,0.04727975,-0.03549975,0.05301375,0.08551425,0.00319225,-0.01059875,0.07187625,0.0957495,0.03245325,-0.058879,-0.00420325,0.0321925,-0.052264,-0.02043375,0.09683175,-0.026893,-0.0201345,0.0023215,-0.01117025,0.06085425,0.0889205,0.0264945,-0.02472275,-0.08145975,0.02962075,0.09078675,-0.04393425,0.060423,-0.064632,-0.0706565,0.00070325,0.06629375,-0.08034625,0.0158875,0.0612995,0.0273545,0.033401,-0.0710605,-0.0769175
MAP2K2,0.0341595,0.0081595,-0.03838475,0.05489,0.08515225,0.0704175,0.00724175,0.07314275,0.00857975,-0.01537625,-0.079173,-0.0469645,-0.00310975,-0.025239,0.001956,0.04624725,0.06225275,0.0394615,0.038022,0.045349,0.095327,-0.068954,-0.072937,0.070569,-0.01010175,-0.05385975,-0.01865375,-0.04191225,-0.02274725,0.01767025,-0.0466485,0.07907425,-0.05303025,0.01214275,-0.00814025,0.0047005,0.05970325,0.07438475,0.045533,-0.02368425,-0.043291,-0.08083525,0,0.02277475,0.0713525,0.068132,0.02814875,0.0741265,0.05425825,0.0037005,-0.06693125,0.02205525,-0.00765375,-0.06805525,0.031849,-0.04513475,0.02681575,0.0553765,-0.05211,-0.0671045,-0.0009175,0.091654,-0.06048325,0.0784025,-0.06466475,0.0046455,-0.083489,0.034588,0.07483275,0.00839025,0.042129,-0.070695,0.03239025,-0.058552,0.003574,0.0735055,-0.09521175,0.03029125,-0.0474525,-0.00622825,-0.00489,-0.00033525,0.02645875,-0.028651,-0.099772,0.00253025,-0.06546975,-0.00175025,0.07264575,-0.010239,0.05236775,0.0083075,0.05557425,0.024676,0.05095325,-0.064058,0.0357415,0.01849175,0.02658225,0.0493845,-0.026695,-0.05003275,0.02785725,0.00484875,0.03917025,0.0240465,-0.06585725,-0.0292885,-0.05320875,0.0857315,-0.0434915,0.00138475,0.03898375,0.028415,0.0238545,-0.005239,0.03138725,0.02176375,0.0092085,-0.00162925,-0.0046455,0.0044865
IGF1,0.02450275,0.04743125,-0.0498625,0.0057665,0.08674925,0.0639485,-0.07207725,0.036673,-0.03771675,0.02265375,0.0598735,-0.04600775,-0.09155675,0.0437555,-0.063206,0.07290375,-0.00536825,-0.05292325,0.00415675,-0.067989,0.0355825,0.079725,0.02361475,0.07608275,-0.02985975,-0.071066,-0.01572,-0.038456,0.0022475,-0.077129,0.0254505,-0.0592555,0.0262335,0.0288515,0.010302,0.03629925,-0.07912325,0.01929375,-0.032569,-0.05694225,0.04433525,0.04117575,0.02277475,0,0.05677075,0.053838,-0.0385605,-0.0355715,-0.08864325,0.04376475,-0.03892025,-0.0673875,0.0068625,-0.0023765,-0.0016565,-0.0222035,0.022357,0.00201925,0.04512725,0.00086275,0.04661,-0.01152475,0.05404675,-0.0601155,0.02517875,-0.03796975,0.00395625,-0.0583075,-0.06357975,0.03878,-0.05845875,-0.05952725,-0.00626375,-0.026923,0.09576275,0.063479,0.02093425,0.0679695,0.004456,0.0282665,0.03740675,-0.08241925,0.0693465,-0.072,0.0869055,-0.00072275,-0.032459,0.0037965,-0.044739,0.001566,-0.05520075,0.0134285,-0.00714575,-0.06699725,-0.027063,-0.001063,-0.0551235,-0.06356325,0.062794,0.03326375,-0.0264835,-0.07337375,-0.02892575,0.04864175,0.002827,-0.00230775,-0.0463515,0.0755825,-0.03371725,-0.00120325,0.055904,0.0076265,0.0835605,-0.05212,0.090029,0.04013475,0.02825275,-0.00750375,-0.064956,-0.04942575,-0.0012885,-0.00318975
ERBB2,0.08588625,-0.053728,0.007148,-0.0198435,-0.00414275,0.002132,0.0312335,-0.03064275,-0.04820075,-0.0071705,-0.026541,0.0696025,-0.04095875,0.0418875,-0.07110975,0.02870875,0.06130225,0.061585,0.015726,0.05345075,-0.05417125,-0.0736785,-0.0447085,0.080857,-0.08740125,-0.05682125,0.03067075,0.0728215,0.0042475,0.0015275,-0.0233325,-0.06785425,-0.06306325,0.060063,-0.08211475,-0.02707675,-0.002214,-0.07350275,0.0241125,0.059313,-0.07414825,-0.039882,0.0713525,0.05677075,0,0.06903575,0.02886525,0.0391785,0.0557885,-0.07135125,0.021544,0.009096,-0.0612965,-0.06648075,-0.0598925,-0.03162125,-0.003975,0.04046175,0.00199725,-0.06180775,-0.00414275,0.100576,0.0129725,-0.0348875,-0.062588,0.0211005,-0.00875275,-0.06168675,0.032816,0.07329125,-0.04708525,-0.05984625,-0.03999725,-0.0053545,0.07949225,0.00748075,-0.123018,-0.02004125,0.07437,-0.0330715,-0.08820625,-0.072857,0.02164,0.034522,-0.06495875,-0.08385725,-0.0039065,0.0437965,0.0065,-0.02645875,-0.044044,0.0845375,-0.05637625,0.05933775,0.088247,0.00169775,-0.03395625,0.0138845,0.0252555,0.0679365,-0.012989,0.03478275,0.07330375,-0.0352695,0.07053775,0.0687155,-0.03265675,0.02813475,-0.009409,0.06463175,0.07545875,-0.0045605,0.067151,-0.07237625,-0.06221725,0.02467325,-0.0436815,0.006871,0.00334075,0.0138655,-0.07477475,0.02743425
KDR,0.07038725,0.0404755,0.07259325,0.0003875,0.0755125,0.05096725,0.03030775,0.0607005,-0.03815375,-0.060522,-0.07647375,0.031346,0.07757625,0.00368175,-0.01420075,0.03454125,-0.06667025,-0.00360175,-0.003272,0.037937,0.04892025,0.0368625,0.006077,-0.052184,0.067305,-0.071371,-0.10282425,-0.04295875,0.06042575,0.06071975,0.027577,-0.0357475,-0.028368,-0.055783,0.022036,-0.058107,0.098437,0.053717,0.06793675,0.029731,-0.0198535,0.00515125,0.068132,0.053838,0.06903575,0,0.02514825,-0.0475525,-0.0346605,-0.0007885,0.02434075,0.07547375,0.053467,-0.02675275,0.0031345,-0.0876835,-0.0547555,0.029195,-0.03681025,0.0619615,-0.03378275,-0.02088725,-0.00860425,-0.02985975,0.06278575,-0.027618,-0.0529505,-0.09225775,-0.03450575,0.0059725,-0.05362925,-0.00036275,-0.005522,-0.04669775,0.03660175,-0.00971725,0.02739,0.0050305,-0.064676,0.00820325,0.0467885,-0.024327,0.0307885,0.0811295,-0.038934,-0.0200465,0.00214275,0.06431325,-0.0696545,-0.02664825,0.0524835,0.0298105,-0.00144225,-0.03197775,0.0712915,-0.07861825,0.046674,0.07433475,-0.03715675,0.03130775,0.00742025,-0.0973865,0.042522,0.01823325,0.030948,0.05412875,-0.067074,0.00285425,0.013379,0.02043125,-0.0077225,0.00633225,0.0697805,-0.0883045,0.0804795,0.08853575,-0.07525525,0.01692875,-0.00401075,-0.01106875,-0.0024615,-0.0002445
